ticker,name,city,isin,status
DGNMO,DOĞANLAR MOBİLYA GRUBU İMALAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAKLBMO91C0,STOCK
DGRVK,DEĞER VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
DIMES,DİMES GIDA SANAYİ VE TİCARET A.Ş.,TOKAT,,UNRESOLVED
DIRIT,DİRİTEKS DİRİLİŞ TEKSTİL SANAYİ VE TİCARET A.Ş.,ISPARTA,TREDRTK00014,STOCK
DITAS,DİTAŞ BDY YEDEK PARÇA İMALAT VE TEKNİK A.Ş.,NİĞDE,TRADITAS91H8,STOCK
DKVRL,DK VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
DMD,DESTEK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
DMLKT,EMLAK KONUT DAMLA KENT GMS,İSTANBUL,TRNEGYO00018,STOCK
DMRGD,DMR UNLU MAMULLER ÜRETİM GIDA TOPTAN PERAKENDE İHRACAT A.Ş.,İSTANBUL,TREDMRU00026,STOCK
DMSAS,DEMİSAŞ DÖKÜM EMAYE MAMÜLLERİ SANAYİ A.Ş.,KOCAELİ,TRADMSAS91E9,STOCK
DNFIN,DENİZ FİNANSAL KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
DNISI,DİNAMİK ISI MAKİNA YALITIM MALZEMELERİ SANAYİ VE TİCARET A.Ş.,İZMİR,TREDIMY00027,STOCK
DNYVA,DÜNYA VARLIK YÖNETİM A.Ş.,İSTANBUL,TREDVYS00019,STOCK
DNZEN,DENİZ EKO ENERJİ VE GERİ DÖNÜŞÜM A.Ş.,İSTANBUL,,UNRESOLVED
DOAS,DOĞUŞ OTOMOTİV SERVİS VE TİCARET A.Ş.,İSTANBUL,TREDOTO00013,STOCK
DOCO,DO & CO AKTIENGESELLSCHAFT,,AT0000818802,STOCK
DOFER,DOFER YAPI MALZEMELERİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREDOFR00023,STOCK
DOFRB,DOF ROBOTİK SANAYİ A.Ş.,İSTANBUL,TREDFRB00020,STOCK
DOGUB,DOĞUSAN BORU SANAYİ VE TİCARET A.Ş.,ERZİNCAN,TRADOGUB92F9,STOCK
DOGVY,DOĞRU VARLIK YÖNETİM A.Ş.,İSTANBUL,,NON_EQUITY
DOHOL,DOĞAN ŞİRKETLER GRUBU HOLDİNG A.Ş.,İSTANBUL,TRADOHOL91Q8,STOCK
DOKTA,DÖKTAŞ DÖKÜMCÜLÜK TİCARET VE SANAYİ A.Ş.,BURSA,TRADOKTS91G7,STOCK
DRPHN,T.C. HAZİNE VE MALİYE BAKANLIĞI DARPHANE VE DAMGA MATBAASI GENEL MÜDÜRLÜĞÜ,İSTANBUL,,NON_EQUITY
DSTKF,DESTEK FİNANS FAKTORİNG A.Ş.,İSTANBUL,TREDSTF00012,STOCK
DSYAT,DESTEK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
DUNYH,DÜNYA HOLDİNG A.Ş.,İSTANBUL,TRASELGD91A6,STOCK
DURDO,DURAN DOĞAN BASIM VE AMBALAJ SANAYİ A.Ş.,İSTANBUL,TRADUROF91D4,STOCK
DURKN,DURUKAN ŞEKERLEME SANAYİ VE TİCARET A.Ş.,ANKARA,TREDRKN00025,STOCK
DVRLK,D VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
DYBNK,D YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
DYOBY,DYO BOYA FABRİKALARI SANAYİ VE TİCARET A.Ş.,İZMİR,TRAYASAS91E0,STOCK
DZGYO,DENİZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRADMRYO91Q4,STOCK
EBEBK,EBEBEK MAĞAZACILIK A.Ş.,İSTANBUL,TREEBEB00025,STOCK
ECILC,EİS ECZACIBAŞI İLAÇ SINAİ VE FİNANSAL YATIRIMLAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAECILC91E0,STOCK
ECOGR,ECOGREEN ENERJİ HOLDİNG A.Ş.,DENİZLİ,TREECGR00024,STOCK
ECZIP,EİP ECZACIBAŞI İLAÇ PAZARLAMA A.Ş.,İSTANBUL,,UNRESOLVED
ECZYT,ECZACIBAŞI YATIRIM HOLDİNG ORTAKLIĞI A.Ş.,İSTANBUL,TRAECZYT91Q5,STOCK
EDATA,E-DATA TEKNOLOJİ PAZARLAMA A.Ş.,ANKARA,TREEDTA00021,STOCK
EDIP,EDİP GAYRİMENKUL YATIRIM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAEDIPW91B3,STOCK
EFOR,EFOR YATIRIM SANAYİ TİCARET A.Ş.,İSTANBUL,TREEFOR00013,STOCK
EGEEN,EGE ENDÜSTRİ VE TİCARET A.Ş.,İZMİR,TRAEGEEN91H5,STOCK
EGEGY,EGEYAPI AVRUPA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREEGEY00018,STOCK
EGEPO,NASMED ÖZEL SAĞLIK HİZMETLERİ TİCARET A.Ş.,İZMİR,TRENSMD00029,STOCK
EGGUB,EGE GÜBRE SANAYİİ A.Ş.,İZMİR,TRAEGGUB91E8,STOCK
EGPRO,EGE PROFİL TİCARET VE SANAYİ A.Ş.,İZMİR,TRAEGPRO91E8,STOCK
EGSER,EGE SERAMİK SANAYİ VE TİCARET A.Ş.,İZMİR,TRAEGSER91F0,STOCK
EKDMR,EKİNCİLER DEMİR VE ÇELİK SANAYİ A.Ş.,İSTANBUL,TREEKNC00025,STOCK
EKER,EKER SÜT ÜRÜNLERİ GIDA SANAYİ VE TİCARET A.Ş.,BURSA,,UNRESOLVED
EKGYO,EMLAK KONUT GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREEGYO00017,STOCK
EKIZ,EKİZ KİMYA SANAYİ VE TİCARET A.Ş.,İZMİR,TREEKIZ00018,STOCK
EKOFA,EKO FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
EKOS,EKOS TEKNOLOJİ VE ELEKTRİK A.Ş.,BALIKESİR,TREEKOS00011,STOCK
EKSUN,EKSUN GIDA TARIM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREEKSN00021,STOCK
EKTVK,EMLAK KATILIM VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
ELITE,ELİTE NATUREL ORGANİK GIDA SANAYİ VE TİCARET A.Ş.,ANKARA,TREELIT00019,STOCK
EMIRV,EMİR VARLIK YÖNETİM A.Ş.,İSTANBUL,,NON_EQUITY
EMKEL,EMEK ELEKTRİK ENDÜSTRİSİ A.Ş.,ANKARA,TRAEMKEL91L6,STOCK
EMNIS,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş.,KOCAELİ,TRAEMNIS91E1,STOCK
EMPAE,EMPA ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREEMPA00012,STOCK
EMVAR,EMLAK VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
ENDAE,ENDA ENERJİ HOLDİNG A.Ş.,İZMİR,TREENDA00016,STOCK
ENERY,ENERYA ENERJİ A.Ş.,İSTANBUL,TREENRY00016,STOCK
ENJSA,ENERJİSA ENERJİ A.Ş.,İSTANBUL,TREENSA00014,STOCK
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,İSTANBUL,TREENKA00011,STOCK
ENPRA,ENPARA BANK A.Ş.,İSTANBUL,TREENPR00014,STOCK
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,İSTANBUL,TREENSR00026,STOCK
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,ANKARA,TREICNT00027,STOCK
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,İZMİR,TRAEPLAS91E5,STOCK
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,KAYSERİ,TRAERBOS91G8,STOCK
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,İSTANBUL,TREERCY00027,STOCK
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,İSTANBUL,TRAEREGL91G3,STOCK
ERGLI,EREĞLİ TEKSTİL TURİZM SANAYİ VE TİCARET A.Ş.,İSTANBUL,,UNRESOLVED
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,ANKARA,TRAERSUW91A4,STOCK
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,İSTANBUL,TREESCR00029,STOCK
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,İSTANBUL,TRAESCOM91U8,STOCK
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ANKARA,TREESEN00024,STOCK
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREEIBG00017,STOCK
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEUTY00017,STOCK
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREEUYM00012,STOCK
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEKYO00019,STOCK
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,ANKARA,TREEUPW00019,STOCK
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,ESKİŞEHİR,TREEURN00030,STOCK
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEURY00011,STOCK
EXIMB,TÜRKİYE İHRACAT KREDİ BANKASI A.Ş.,İSTANBUL,,UNRESOLVED
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREEYGG00021,STOCK
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,İZMİR,TREFADE00012,STOCK
FAIRF,FAİR FİNANSMAN A.Ş.,İSTANBUL,,NON_EQUITY
FBB,FİBABANKA A.Ş.,İSTANBUL,,UNRESOLVED
FBBNK,FİBABANKA A.Ş.,İSTANBUL,,UNRESOLVED
FENER,FENERBAHÇE FUTBOL A.Ş.,İSTANBUL,TREFBAH00019,STOCK
FIN,QNB BANK A.Ş.,İSTANBUL,,UNRESOLVED
FKPET,FİKRET PETROL ÜRÜNLERİ PAZARLAMA SANAYİ VE TİCARET A.Ş.,İSTANBUL,,UNRESOLVED
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,ANKARA,TREFLAP00011,STOCK
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,KOCAELİ,TRAISTMP91H7,STOCK
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,ANKARA,TREFONT00010,STOCK
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,KAYSERİ,TREFRMT00015,STOCK
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,ANKARA,TREFRTE00012,STOCK
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAFRIGO91A8,STOCK
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,İSTANBUL,TREFRML00012,STOCK
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,İSTANBUL,TRAOTOSN91H6,STOCK
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREFUZL00026,STOCK
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,İSTANBUL,TRAGARAN91N1,STOCK
GARFA,GARANTİ FAKTORİNG A.Ş.,İSTANBUL,TRAAKFIN91P6,STOCK
GARFL,GARANTİ FİLO YÖNETİM HİZMETLERİ A.Ş.,İSTANBUL,,UNRESOLVED
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,İSTANBUL,TRESNKR00023,STOCK
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREGDKM00012,STOCK
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,KÜTAHYA,TREGDZA00015,STOCK
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREGENL00024,STOCK
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,KOCAELİ,TREGNTK00016,STOCK
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,BOLU,TRAGENTS91C4,STOCK
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,İSTANBUL,TREGREL00017,STOCK
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,ANKARA,TREGESN00029,STOCK
GGBVK,GOLDEN GLOBAL VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,ANKARA,TREGPTA00038,STOCK
GLB,GLOBAL MENKUL DEĞERLER A.Ş.,İSTANBUL,,DUPLICATE (see GLBMD)
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,İSTANBUL,TREGLMK00015,STOCK
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,İSTANBUL,TREGVYO00011,STOCK
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,ANKARA,TREGLRM00010,STOCK
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREBSKY00016,STOCK
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,İSTANBUL,TRAGLMDE91R3,STOCK
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,ANKARA,TREGMAT00027,STOCK
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,ANKARA,TREGKNR00036,STOCK
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAGOLTS91F0,STOCK
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,İSTANBUL,TRAGOODY91E9,STOCK
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREGZDF00014,STOCK
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAGRNYO91Q5,STOCK
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,İSTANBUL,TREGRSL00025,STOCK
GRTHO,GRAINTURK HOLDİNG A.Ş.,İSTANBUL,TREGRNT00029,STOCK
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRARANTL91P6,STOCK
GSDHO,GSD HOLDİNG A.Ş.,İSTANBUL,TRAGSDHO91Q9,STOCK
GSIPD,GOLDMAN SACHS INTERNATIONAL,,,UNRESOLVED
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL,TRAGSRAY91X9,STOCK
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,İSTANBUL,TRAGUBRF91E2,STOCK
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL,TREGUND00019,STOCK
GWIND,GALATA WIND ENERJİ A.Ş.,İSTANBUL,TREGWIN00014,STOCK
GYVAR,GY VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,ANTALYA,TREGZNM00027,STOCK
HALKB,TÜRKİYE HALK BANKASI A.Ş.,İSTANBUL,TRETHAL00019,STOCK
HALKF,HALK FİNANSAL KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
HALKI,HALK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,HATAY,TREHTKS00013,STOCK
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREHTSN00017,STOCK
HAYVK,HAYAT VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
HDFFL,HEDEF ARAÇ KİRALAMA VE SERVİS A.Ş.,İSTANBUL,,NON_EQUITY
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREHEDF00017,STOCK
HDFVK,HEDEF VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
HDFYB,HEDEF YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
HEDEF,HEDEF HOLDİNG A.Ş.,İSTANBUL,TREHDEF00017,STOCK
HEKTS,HEKTAŞ TİCARET T.A.Ş.,KOCAELİ,TRAHEKTS91E4,STOCK
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,KOCAELİ,TREHDRP00018,STOCK
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREHLGY00016,STOCK
HLVKS,HALK VARLIK KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
HLY,HALK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,İSTANBUL,TREHROZ00022,STOCK
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,İSTANBUL,TREHRKT00015,STOCK
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,İSTANBUL,TREHTTB00036,STOCK
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMBYO00011,STOCK
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,İSTANBUL,TREHUNR00025,STOCK
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,İSTANBUL,TRAHURGZ91D9,STOCK
HUZFA,HUZUR FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
HYB,HEDEF YATIRIM BANKASI A.Ş.,İSTANBUL,,NON_EQUITY
IAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
ICB,ICBC TURKEY BANK A.Ş.,İSTANBUL,,DUPLICATE (see ICBCT)
ICBCT,ICBC TURKEY BANK A.Ş.,İSTANBUL,TRATEKST91N0,STOCK
ICUGS,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İZMİR,,UNRESOLVED
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREIDGY00011,STOCK
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,İSTANBUL,TRAMTEKS91B0,STOCK
IHAAS,İHLAS HABER AJANSI A.Ş.,İSTANBUL,TREIHAS00025,STOCK
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAIHEVA91H5,STOCK
IHGZT,İHLAS GAZETECİLİK A.Ş.,İSTANBUL,TREIHGZ00019,STOCK
IHLAS,İHLAS HOLDİNG A.Ş.,İSTANBUL,TRAIHLAS91D5,STOCK
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,İSTANBUL,TRAOKANT91B5,STOCK
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,İSTANBUL,TREIHYA00015,STOCK
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,KONYA,TREIMAS00017,STOCK
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREINDX00019,STOCK
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREINFM00017,STOCK
INGRM,INGRAM MİCRO BİLİŞİM SİSTEMLERİ A.Ş.,İSTANBUL,,UNRESOLVED
INTEK,İNNOSA TEKNOLOJİ A.Ş.,İSTANBUL,,UNRESOLVED
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,İSTANBUL,TRAINTEM91I0,STOCK
INVAZ,INVEST-AZ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
INVEO,INVEO YATIRIM HOLDİNG A.Ş.,İSTANBUL,,UNRESOLVED
INVES,INVESTCO HOLDİNG A.Ş.,İSTANBUL,TREINVS00029,STOCK
ISATR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISATR91N6,STOCK
ISBIR,İŞBİR HOLDİNG A.Ş.,ANKARA,TREISBR00014,STOCK
ISBTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISBTR91N4,STOCK
ISCTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISCTR91N2,STOCK
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,HATAY,TREISDC00020,STOCK
ISFAK,İŞ FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
ISFIN,İŞ FİNANSAL KİRALAMA A.Ş.,İSTANBUL,,NON_EQUITY
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREIGSY00019,STOCK
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAISGYO91Q3,STOCK
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,İSTANBUL,TREISKP00027,STOCK
ISKUR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISKUR91N3,STOCK
ISMEN,İŞ YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,,NON_EQUITY
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,BALIKESİR,TREISBS00012,STOCK
ISTFK,İSTANBUL FAKTORİNG A.Ş.,İSTANBUL,,NON_EQUITY
