ticker,name,city,isin
ENJSA,ENERJİSA ENERJİ A.Ş.,İSTANBUL,TREENSA00014
ENKAI,ENKA İNŞAAT VE SANAYİ A.Ş.,İSTANBUL,TREENKA00011
ENPRA,ENPARA BANK A.Ş.,İSTANBUL,TREENPR00014
ENSRI,ENSARİ SINAİ YATIRIMLAR A.Ş.,İSTANBUL,TREENSR00026
ENTRA,IC ENTERRA YENİLENEBİLİR ENERJİ A.Ş.,ANKARA,TREICNT00027
EPLAS,EGEPLAST EGE PLASTİK TİCARET VE SANAYİ A.Ş.,İZMİR,TRAEPLAS91E5
ERBOS,ERBOSAN ERCİYAS BORU SANAYİ VE TİCARET A.Ş.,KAYSERİ,TRAERBOS91G8
ERCB,ERCİYAS ÇELİK BORU SANAYİ A.Ş.,İSTANBUL,TREERCY00027
EREGL,EREĞLİ DEMİR VE ÇELİK FABRİKALARI T.A.Ş.,İSTANBUL,TRAEREGL91G3
ERSU,ERSU MEYVE VE GIDA SANAYİ A.Ş.,ANKARA,TRAERSUW91A4
ESCAR,ESCAR FİLO KİRALAMA HİZMETLERİ A.Ş.,İSTANBUL,TREESCR00029
ESCOM,ESCORT TEKNOLOJİ YATIRIM A.Ş.,İSTANBUL,TRAESCOM91U8
ESEN,ESENBOĞA ELEKTRİK ÜRETİM A.Ş.,ANKARA,TREESEN00024
ETILR,ETİLER GIDA VE TİCARİ YATIRIMLAR SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREEIBG00017
ETYAT,EURO TREND YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEUTY00017
EUHOL,EURO YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREEUYM00012
EUKYO,EURO KAPİTAL YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEKYO00019
EUPWR,EUROPOWER ENERJİ VE OTOMASYON TEKNOLOJİLERİ SANAYİ TİCARET A.Ş.,ANKARA,TREEUPW00019
EUREN,EUROPEN ENDÜSTRİ İNŞAAT SANAYİ VE TİCARET A.Ş.,ESKİŞEHİR,TREEURN00030
EUYO,EURO MENKUL KIYMET YATIRIM ORTAKLIĞI A.Ş.,ANKARA,TREEURY00011
EYGYO,EYG GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREEYGG00021
FADE,FADE GIDA YATIRIM SANAYİ TİCARET A.Ş.,İZMİR,TREFADE00012
FENER,FENERBAHÇE FUTBOL A.Ş.,İSTANBUL,TREFBAH00019
FLAP,FLAP KONGRE TOPLANTI HİZMETLERİ OTOMOTİV VE TURİZM A.Ş.,ANKARA,TREFLAP00011
FMIZP,FEDERAL MOGUL İZMİT PİSTON VE PİM ÜRETİM TESİSLERİ A.Ş.,KOCAELİ,TRAISTMP91H7
FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş.,ANKARA,TREFONT00010
FORMT,FORMET METAL VE CAM SANAYİ A.Ş.,KAYSERİ,TREFRMT00015
FORTE,FORTE BİLGİ İLETİŞİM TEKNOLOJİLERİ VE SAVUNMA SANAYİ A.Ş.,ANKARA,TREFRTE00012
FRIGO,FRİGO-PAK GIDA MADDELERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAFRIGO91A8
FRMPL,FORMÜL PLASTİK VE METAL SANAYİ A.Ş.,İSTANBUL,TREFRML00012
FROTO,FORD OTOMOTİV SANAYİ A.Ş.,İSTANBUL,TRAOTOSN91H6
FZLGY,FUZUL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREFUZL00026
GARAN,TÜRKİYE GARANTİ BANKASI A.Ş.,İSTANBUL,TRAGARAN91N1
GARFA,GARANTİ FAKTORİNG A.Ş.,İSTANBUL,TRAAKFIN91P6
GATEG,GATE GROUP TEKNOLOJİ MEDYA VE SİBER GÜVENLİK HİZMETLERİ A.Ş.,İSTANBUL,TRESNKR00023
GEDIK,GEDİK YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREGDKM00012
GEDZA,GEDİZ AMBALAJ SANAYİ VE TİCARET A.Ş.,KÜTAHYA,TREGDZA00015
GENIL,GEN İLAÇ VE SAĞLIK ÜRÜNLERİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREGENL00024
GENKM,GENTAŞ KİMYA SANAYİ VE TİCARET PAZARLAMA A.Ş.,KOCAELİ,TREGNTK00016
GENTS,GENTAŞ DEKORATİF YÜZEYLER SANAYİ VE TİCARET A.Ş.,BOLU,TRAGENTS91C4
GEREL,GERSAN ELEKTRİK TİCARET VE SANAYİ A.Ş.,İSTANBUL,TREGREL00017
GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş.,ANKARA,TREGESN00029
GIPTA,GIPTA OFİS KIRTASİYE VE PROMOSYON ÜRÜNLERİ İMALAT SANAYİ A.Ş.,ANKARA,TREGPTA00038
GLBMD,GLOBAL MENKUL DEĞERLER A.Ş.,İSTANBUL,TREGLMK00015
GLCVY,GELECEK VARLIK YÖNETİMİ A.Ş.,İSTANBUL,TREGVYO00011
GLRMK,GÜLERMAK AĞIR SANAYİ İNŞAAT VE TAAHHÜT A.Ş.,ANKARA,TREGLRM00010
GLRYH,GÜLER YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREBSKY00016
GLYHO,GLOBAL YATIRIM HOLDİNG A.Ş.,İSTANBUL,TRAGLMDE91R3
GMTAS,GİMAT MAĞAZACILIK SANAYİ VE TİCARET A.Ş.,ANKARA,TREGMAT00027
GOKNR,GÖKNUR GIDA MADDELERİ ENERJİ İMALAT İTHALAT İHRACAT TİCARET VE SANAYİ A.Ş.,ANKARA,TREGKNR00036
GOLTS,GÖLTAŞ GÖLLER BÖLGESİ ÇİMENTO SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAGOLTS91F0
GOODY,GOODYEAR LASTİKLERİ T.A.Ş.,İSTANBUL,TRAGOODY91E9
GOZDE,GÖZDE GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREGZDF00014
GRNYO,GARANTİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAGRNYO91Q5
GRSEL,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş.,İSTANBUL,TREGRSL00025
GRTHO,GRAINTURK HOLDİNG A.Ş.,İSTANBUL,TREGRNT00029
GSDDE,GSD DENİZCİLİK GAYRİMENKUL İNŞAAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRARANTL91P6
GSDHO,GSD HOLDİNG A.Ş.,İSTANBUL,TRAGSDHO91Q9
GSRAY,GALATASARAY SPORTİF SINAİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL,TRAGSRAY91X9
GUBRF,GÜBRE FABRİKALARI T.A.Ş.,İSTANBUL,TRAGUBRF91E2
GUNDG,GÜNDOĞDU GIDA SÜT ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL,TREGUND00019
GWIND,GALATA WIND ENERJİ A.Ş.,İSTANBUL,TREGWIN00014
GZNMI,GEZİNOMİ SEYAHAT TURİZM TİCARET A.Ş.,ANTALYA,TREGZNM00027
HALKB,TÜRKİYE HALK BANKASI A.Ş.,İSTANBUL,TRETHAL00019
HATEK,HATEKS HATAY TEKSTİL İŞLETMELERİ A.Ş.,HATAY,TREHTKS00013
HATSN,HAT-SAN GEMİ İNŞAA BAKIM ONARIM DENİZ NAKLİYAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREHTSN00017
HDFGS,HEDEF GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREHEDF00017
HEDEF,HEDEF HOLDİNG A.Ş.,İSTANBUL,TREHDEF00017
HEKTS,HEKTAŞ TİCARET T.A.Ş.,KOCAELİ,TRAHEKTS91E4
HKTM,HİDROPAR HAREKET KONTROL TEKNOLOJİLERİ MERKEZİ SANAYİ VE TİCARET A.Ş.,KOCAELİ,TREHDRP00018
HLGYO,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREHLGY00016
HOROZ,HOROZ LOJİSTİK KARGO HİZMETLERİ VE TİCARET A.Ş.,İSTANBUL,TREHROZ00022
HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş.,İSTANBUL,TREHRKT00015
HTTBT,HİTİT BİLGİSAYAR HİZMETLERİ A.Ş.,İSTANBUL,TREHTTB00036
HUBVC,HUB GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMBYO00011
HUNER,HUN YENİLENEBİLİR ENERJİ ÜRETİM A.Ş.,İSTANBUL,TREHUNR00025
HURGZ,HÜRRİYET GAZETECİLİK VE MATBAACILIK A.Ş.,İSTANBUL,TRAHURGZ91D9
ICBCT,ICBC TURKEY BANK A.Ş.,İSTANBUL,TRATEKST91N0
IDGYO,İDEALİST GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREIDGY00011
IEYHO,IŞIKLAR ENERJİ VE YAPI HOLDİNG A.Ş.,İSTANBUL,TRAMTEKS91B0
IHAAS,İHLAS HABER AJANSI A.Ş.,İSTANBUL,TREIHAS00025
IHEVA,İHLAS EV ALETLERİ İMALAT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAIHEVA91H5
IHGZT,İHLAS GAZETECİLİK A.Ş.,İSTANBUL,TREIHGZ00019
IHLAS,İHLAS HOLDİNG A.Ş.,İSTANBUL,TRAIHLAS91D5
IHLGM,İHLAS GAYRİMENKUL PROJE GELİŞTİRME VE TİCARET A.Ş.,İSTANBUL,TRAOKANT91B5
IHYAY,İHLAS YAYIN HOLDİNG A.Ş.,İSTANBUL,TREIHYA00015
IMASM,İMAŞ MAKİNA SANAYİ A.Ş.,KONYA,TREIMAS00017
INDES,İNDEKS BİLGİSAYAR SİSTEMLERİ MÜHENDİSLİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREINDX00019
INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş.,İSTANBUL,TREINFM00017
INTEM,İNTEMA İNŞAAT VE TESİSAT MALZEMELERİ YATIRIM VE PAZARLAMA A.Ş.,İSTANBUL,TRAINTEM91I0
INVES,INVESTCO HOLDİNG A.Ş.,İSTANBUL,TREINVS00029
ISATR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISATR91N6
ISBIR,İŞBİR HOLDİNG A.Ş.,ANKARA,TREISBR00014
ISBTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISBTR91N4
ISCTR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISCTR91N2
ISDMR,İSKENDERUN DEMİR VE ÇELİK A.Ş.,HATAY,TREISDC00020
ISGSY,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREIGSY00019
ISGYO,İŞ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAISGYO91Q3
ISKPL,IŞIK PLASTİK SANAYİ VE DIŞ TİCARET PAZARLAMA A.Ş.,İSTANBUL,TREISKP00027
ISKUR,TÜRKİYE İŞ BANKASI A.Ş.,İSTANBUL,TRAISKUR91N3
ISSEN,İŞBİR SENTETİK DOKUMA SANAYİ A.Ş.,BALIKESİR,TREISBS00012
ISYAT,İŞ YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAISYAT91Q5
IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş.,İZMİR,TREIZDM00016
IZFAS,İZMİR FIRÇA SANAYİ VE TİCARET A.Ş.,İZMİR,TREIFIR00016
IZINV,İZ YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREIZTA00017
IZMDC,İZMİR DEMİR ÇELİK SANAYİ A.Ş.,İZMİR,TRAIZMDC91G6
JANTS,JANTSA JANT SANAYİ VE TİCARET A.Ş.,AYDIN,TREJANT00011
KAPLM,KAPLAMİN AMBALAJ SANAYİ VE TİCARET A.Ş.,İZMİR,TRAKAPLM91D7
KAREL,KAREL ELEKTRONİK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREKREL00019
KARSN,KARSAN OTOMOTİV SANAYİİ VE TİCARET A.Ş.,BURSA,TRAKARSN91H7
KARTN,KARTONSAN KARTON SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAKARTN91D4
KATMR,KATMERCİLER ARAÇ ÜSTÜ EKİPMAN SANAYİ VE TİCARET A.Ş.,İZMİR,TREKTMR00015
KAYSE,KAYSERİ ŞEKER FABRİKASI A.Ş.,KAYSERİ,TREKAYS00018
KBORU,KUZEY BORU A.Ş.,AKSARAY,TREKZYB00011
KCAER,KOCAER ÇELİK SANAYİ VE TİCARET A.Ş.,DENİZLİ,TREKCAE00030
KCHOL,KOÇ HOLDİNG A.Ş.,İSTANBUL,TRAKCHOL91Q8
KENT,KENT GIDA MADDELERİ SANAYİİ VE TİCARET A.Ş.,KOCAELİ,TRAKENTW91A2
KERVN,KERVANSARAY YATIRIM HOLDİNG A.Ş.,İSTANBUL,TRACEYLN91B0
KFEIN,KAFEİN YAZILIM HİZMETLERİ TİCARET A.Ş.,İSTANBUL,TREKFIN00037
KGYO,KORAY GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRAYKGYO91Q7
KIMMR,ERSAN ALIŞVERİŞ HİZMETLERİ VE GIDA SANAYİ TİCARET A.Ş.,İSTANBUL,TREERSN00026
KLGYO,KİLER GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREKGYO00014
KLKIM,KALEKİM KİMYEVİ MADDELER SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREKLKM00025
KLMSN,KLİMASAN KLİMA SANAYİ VE TİCARET A.Ş.,MANİSA,TRAKLMSN91H5
KLNMA,TÜRKİYE KALKINMA VE YATIRIM BANKASI A.Ş.,İSTANBUL,TRATKBNK91N6
KLRHO,KİLER HOLDİNG A.Ş.,İSTANBUL,TREKLRH00038
KLSER,KALESERAMİK ÇANAKKALE KALEBODUR SERAMİK SANAYİ A.Ş.,İSTANBUL,TREKALE00049
KLSYN,KOLEKSİYON MOBİLYA SANAYİ A.Ş.,İSTANBUL,TREKLSN00026
KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş.,ANKARA,TREKLYN00024
KMPUR,KİMTEKS POLİÜRETAN SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREKMPU00017
KNFRT,KONFRUT TARIM A.Ş.,İSTANBUL,TRAKNFRT91A9
KOCMT,KOÇ METALURJİ A.Ş.,HATAY,TREKOCM00018
KONKA,KONYA KAĞIT SANAYİ VE TİCARET A.Ş.,KONYA,TREKNKA00026
KONTR,KONTROLMATİK TEKNOLOJİ ENERJİ VE MÜHENDİSLİK A.Ş.,İSTANBUL,TREKNTR00013
KONYA,KONYA ÇİMENTO SANAYİİ A.Ş.,KONYA,TRAKONYA91F6
KOPOL,KOZA POLYESTER SANAYİ VE TİCARET A.Ş.,GAZİANTEP,TREKOPL00012
KORDS,KORDSA TEKNİK TEKSTİL A.Ş.,KOCAELİ,TRAKORDS91B2
KOTON,KOTON MAĞAZACILIK TEKSTİL SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREKOTN00028
KRDMA,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK,TRAKRDMA91G3
KRDMB,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK,TRAKRDMB91G1
KRDMD,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KARABÜK,TRAKRDMR91G7
KRGYO,KÖRFEZ GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREKRFZ00016
KRONT,KRON TEKNOLOJİ A.Ş.,İSTANBUL,TREKRON00014
KRPLS,KOROPLAST TEMİZLİK AMBALAJ ÜRÜNLERİ SANAYİ VE DIŞ TİCARET A.Ş.,İSTANBUL,TREKRPL00015
KRSTL,KRİSTAL KOLA VE MEŞRUBAT SANAYİ TİCARET A.Ş.,İSTANBUL,TRAKRSTL91A6
KRTEK,KARSU TEKSTİL SANAYİİ VE TİCARET A.Ş.,KAYSERİ,TRAKRTEK91B6
KRVGD,KERVAN GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREKRVG00013
KSTUR,KUŞTUR KUŞADASI TURİZM ENDÜSTRİSİ A.Ş.,AYDIN,TREKUST00016
KTLEV,KATILIMEVİM TASARRUF FİNANSMAN A.Ş.,İSTANBUL,TREKTLV00019
KTSKR,KÜTAHYA ŞEKER FABRİKASI A.Ş.,KÜTAHYA,TREKTSR00046
KUTPO,KÜTAHYA PORSELEN SANAYİ A.Ş.,KÜTAHYA,TRAKUTPO91F9
KUVVA,KUVVA GIDA TİCARET VE SANAYİ YATIRIMLARI A.Ş.,İSTANBUL,TRASERVE91T0
KUYAS,KUYAŞ YATIRIM A.Ş.,İSTANBUL,TREKYAS00018
KZBGY,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREKZBG00026
KZGYO,KUZUGRUP GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREKZGR00014
LIDER,LDR TURİZM A.Ş.,İSTANBUL,TRELDRT00020
LIDFA,LİDER FAKTORİNG A.Ş.,İSTANBUL,TRELDFK00016
LILAK,LİLA KAĞIT SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRELILA00022
LINK,LİNK BİLGİSAYAR SİSTEMLERİ YAZILIMI VE DONANIMI SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRALINKW91U8
LKMNH,LOKMAN HEKİM ENGÜRÜSAĞ SAĞLIK TURİZM EĞİTİM HİZMETLERİ VE İNŞAAT TAAHHÜT A.Ş.,ANKARA,TRELKMH00013
LMKDC,LİMAK DOĞU ANADOLU ÇİMENTO SANAYİ VE TİCARET A.Ş.,ŞANLIURFA,TRELIMK00029
LOGO,LOGO YAZILIM SANAYİ VE TİCARET A.Ş.,KOCAELİ,TRALOGOW91U2
LRSHO,LORAS HOLDİNG A.Ş.,KONYA,TREITFK00018
LUKSK,LÜKS KADİFE TİCARET VE SANAYİİ A.Ş.,KAYSERİ,TRALUKSK91B7
LXGYO,LUXERA GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TRELUXR00018
MAALT,MARMARİS ALTINYUNUS TURİSTİK TESİSLER A.Ş.,ANTALYA,TRAMAALT91K5
MACKO,MACKOLİK İNTERNET HİZMETLERİ TİCARET A.Ş.,İSTANBUL,TREMACK00017
MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş.,ANKARA,TREMARN00027
MAKIM,MAKİM MAKİNA TEKNOLOJİLERİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREMAKM00024
MAKTK,MAKİNA TAKIM ENDÜSTRİSİ A.Ş.,İSTANBUL,TRAMAKTK91H2
MANAS,MANAS ENERJİ YÖNETİMİ SANAYİ VE TİCARET A.Ş.,ANKARA,TREMANS00025
MARBL,TUREKS TURUNÇ MADENCİLİK İÇ VE DIŞ TİCARET A.Ş.,AFYONKARAHİSAR,TRETRKT00044
MARKA,MARKA YATIRIM HOLDİNG A.Ş.,İSTANBUL,TREIFTY00019
MARMR,MARMARA HOLDİNG A.Ş.,KOCAELİ,TREMRMH00016
MARTI,MARTI OTEL İŞLETMELERİ A.Ş.,İSTANBUL,TRAMMART91K7
MAVI,MAVİ GİYİM SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMAVI00037
MCARD,METROPAL KURUMSAL HİZMETLER A.Ş.,İSTANBUL,TREMTRP00014
MEDTR,MEDİTERA TIBBİ MALZEME SANAYİ VE TİCARET A.Ş.,İZMİR,TREMDTR00028
MEGAP,MEGA POLİETİLEN KÖPÜK SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMEGA00011
MEGMT,MEGA METAL SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMEGM00024
MEKAG,MEKA GLOBAL MAKİNE İMALAT SANAYİ VE TİCARET A.Ş.,ANKARA,TREMEKA00013
MERCN,MERCAN KİMYA SANAYİ VE TİCARET A.Ş.,DENİZLİ,TREMRCN00023
MERIT,MERİT TURİZM YATIRIM VE İŞLETME A.Ş.,İSTANBUL,TREMRTT00016
MERKO,MERKO GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TRAMERKO91A5
METRO,METRO TİCARİ VE MALİ YATIRIMLAR HOLDİNG A.Ş.,İSTANBUL,TRAVANET91A5
MEYSU,MEYSU GIDA SANAYİ VE TİCARET A.Ş.,KAYSERİ,TREMYSU00020
MGROS,MİGROS TİCARET A.Ş.,İSTANBUL,TREMGTI00012
MHRGY,MHR GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMHRG00018
MIATK,MİA TEKNOLOJİ A.Ş.,ANKARA,TREMIAT00015
MMCAS,MMC SANAYİ VE TİCARİ YATIRIMLAR A.Ş.,İSTANBUL,TREGNTR00011
MNDRS,MENDERES TEKSTİL SANAYİ VE TİCARET A.Ş.,İZMİR,TRAMNDRS91B0
MNDTR,MONDİ TURKEY OLUKLU MUKAVVA KAĞIT VE AMBALAJ SANAYİ A.Ş.,İZMİR,TRATIREW91D1
MOBTL,MOBİLTEL İLETİŞİM HİZMETLERİ SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMBTL00025
MOGAN,MOGAN ENERJİ YATIRIM HOLDİNG A.Ş.,ANKARA,TREMOGN00021
MOPAS,MOPAŞ MARKETÇİLİK GIDA SANAYİ VE TİCARET A.Ş.,İSTANBUL,TREMPAS00012
MPARK,MLP SAĞLIK HİZMETLERİ A.Ş.,İSTANBUL,TREMLPC00021
MRGYO,MARTI GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İSTANBUL,TREMRGY00013
MRSHL,MARSHALL BOYA VE VERNİK SANAYİİ A.Ş.,KOCAELİ,TRAMRSHL91E9
MSGYO,MİSTRAL GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,İZMİR,TREMIST00017
MTRKS,MATRİKS FİNANSAL TEKNOLOJİLER A.Ş.,İSTANBUL,TREMTRK00015
